date_time,place,longitude,latitude,rainfall
20200920_003000, Nigata,139.01833333,37.89333333,0.0
20200920_003000, Tokyo,139.75,35.69166667,0.0
20200920_003000, Osaka,135.51833333,34.68166667,0.0
20200920_003000, Sendai,140.89666667,38.26166667,0.0
20200920_003000, Naha,127.68666667,26.20666667,0.0
20200920_010000, Tokyo,139.75,35.69166667,0.0
20200920_010000, Fukuoka,130.375,33.58166667,0.0
20200920_010000, Nigata,139.01833333,37.89333333,0.0
20200920_010000, Osaka,135.51833333,34.68166667,0.0
20200920_010000, Naha,127.68666667,26.20666667,0.0
20200920_010000, Sendai,140.89666667,38.26166667,0.0
20200920_013000, Sendai,140.89666667,38.26166667,0.0
20200920_013000, Naha,127.68666667,26.20666667,0.0
20200920_013000, Osaka,135.51833333,34.68166667,0.0
